Hugo_Symbol,n
LARP1B,6
LARP6,6
LBP,6
LCK,6
LCOR,6
LCP1,6
LEPREL2,6
LGALS4,6
LGSN,6
LHX1,6
LIAS,6
LIMK1,6
LIN28B,6
LIPA,6
LIPG,6
LMAN2L,6
LMBRD1,6
LMBRD2,6
LMO3,6
LMOD3,6
LNX2,6
LONRF2,6
LPAR1,6
LPGAT1,6
LPPR3,6
LPPR5,6
LRIG2,6
LRRC1,6
LRRC23,6
LRRC37A4P,6
LRRC40,6
LRRC49,6
LRRC71,6
LRRD1,6
LTF,6
LTV1,6
LYG2,6
LYSMD4,6
LZTR1,6
MAB21L1,6
MACC1,6
MAG,6
MAGEB18,6
MAGEB3,6
MAN1A2,6
MAN1B1,6
MAP2K1,6
MAP2K3,6
MAP2K6,6
MAP3K7,6
MAP4K3,6
MAPK9,6
MAPRE3,6
MARCH7,6
MARK3,6
MAT2B,6
MATN4,6
MBD4,6
MBTPS1,6
MC2R,6
MCCC1,6
MCTS1,6
MDM4,6
MEA1,6
MED25,6
MEF2A,6
METTL2A,6
MFN2,6
MFRP,6
MFSD4,6
MGAT4B,6
MGME1,6
MICU1,6
MKNK1,6
MLC1,6
MLXIPL,6
MMD,6
MME,6
MMP13,6
MMP15,6
MMP24,6
MMP26,6
MNS1,6
MOGS,6
MOSPD2,6
MOXD1,6
MPG,6
MPHOSPH10,6
MPP4,6
MPP5,6
MRC1L1,6
MRE11A,6
MRGPRX4,6
MRPL13,6
MRPL53,6
MRPS11,6
MRPS18B,6
MST1L,6
MST1R,6
MSTN,6
MTAP,6
MTERFD2,6
MTFR1,6
MTHFR,6
MTMR3,6
MTMR9,6
MTRR,6
MUM1,6
MVP,6
MX2,6
MYCT1,6
MYF6,6
MYL1,6
MYO1B,6
MYRF,6
N4BP1,6
NAA16,6
NAALADL1,6
NACA2,6
NADK2,6
NADSYN1,6
NAMPT,6
NAP1L3,6
NAPA,6
NARS,6
NBPF12,6
NCAPG2,6
NCAPH2,6
NDRG4,6
NDUFA9,6
NDUFAF1,6
NDUFS3,6
NDUFV1,6
NDUFV2,6
NDUFV3,6
NEXN,6
NFE2,6
NFIX,6
NIPAL2,6
NKTR,6
NME2,6
NMT1,6
NOB1,6
NOBOX,6
NOMO2,6
NOP2,6
NOP58,6
NOP9,6
NOSTRIN,6
NOTUM,6
NOV,6
NOX5,6
NPBWR1,6
NPFFR2,6
NPHP3,6
NPLOC4,6
NPNT,6
NR1D2,6
NR2C2AP,6
NR2F1,6
NR4A1,6
NSUN3,6
NTNG2,6
NTSR1,6
NUDT17,6
NUDT5,6
NUF2,6
NUP43,6
NXF2,6
NXN,6
NXPH1,6
OC90,6
OGFOD1,6
OIT3,6
OLAH,6
OLFML3,6
OMA1,6
OPALIN,6
OPN1LW,6
OPRK1,6
OR10G9,6
OR10K1,6
OR10K2,6
OR13C9,6
OR1N1,6
OR1S2,6
OR2AK2,6
OR2L3,6
OR2L8,6
OR2T10,6
OR2T12,6
OR2T33,6
OR2T4,6
OR2T6,6
OR2Y1,6
OR3A1,6
OR4B1,6
OR4C16,6
OR4D11,6
OR4D2,6
OR4E2,6
OR4K14,6
OR4M2,6
OR51E2,6
OR51Q1,6
OR52B2,6
OR52K1,6
OR52M1,6
OR52N2,6
OR56A3,6
OR5AK2,6
OR5B3,6
OR5H2,6
OR5H6,6
OR5K2,6
OR5M11,6
OR5M3,6
OR6K6,6
OR6X1,6
OR7A10,6
OR7C2,6
OR8G1,6
OR8K3,6
OR9G4,6
OR9Q1,6
OSGIN2,6
OSR2,6
OTOP2,6
OTX2,6
OXGR1,6
P2RX7,6
P2RY1,6
PACS2,6
PADI1,6
PADI6,6
PALMD,6
PAPD4,6
PAPL,6
PAPLN,6
PAPSS1,6
PAQR9,6
PARD6B,6
PARP2,6
PAX4,6
PAX6,6
PCBP3,6
PCDHB15,6
PCDHGC4,6
PCGF5,6
PCGF6,6
PCIF1,6
PCMTD2,6
PCNXL4,6
PCOLCE,6
PCOLCE-AS1,6
PCP2,6
PCYOX1,6
PDHA1,6
PDIA4,6
PDK4,6
PDLIM7,6
PDP2,6
PDYN,6
PEF1,6
PELP1,6
PEPD,6
PES1,6
PEX11B,6
PEX14,6
PFDN6,6
PFKL,6
PGBD4,6
PGK2,6
PHC1,6
PHOX2B,6
PHTF1,6
PHYH,6
PIGT,6
PIGW,6
PIK3IP1,6
PIN1P1,6
PINK1,6
PIP5K1B,6
PIR,6
PITPNM2,6
PITX2,6
PIWIL4,6
PKNOX2,6
PLAG1,6
PLCB2,6
PLD3,6
PLEKHA1,6
PLEKHB2,6
PLEKHG6,6
PLIN2,6
PLK3,6
PLOD3,6
PLXDC1,6
PMP2,6
PMPCB,6
PMVK,6
PNLIPRP1,6
PNMA2,6
PNMA5,6
POFUT2,6
POGK,6
POLH,6
POPDC2,6
PORCN,6
POT1,6
POU6F1,6
PPIP5K1,6
PPM1F,6
PPM1H,6
PPP1R13L,6
PPP1R1A,6
PPP1R26,6
PPP1R3C,6
PPP2CB,6
PPP2R5B,6
PPP3CB,6
PPP4R2,6
PRAG1,6
PRB2,6
PRC1,6
PRDM8,6
PREB,6
PRKAA2,6
PRKACB,6
PRKAR2A,6
PRKCH,6
PRKX,6
PROB1,6
PROCR,6
PROKR1,6
PROM1,6
PRPS2,6
PRRG1,6
PRSS1,6
PRSS53,6
PSD,6
PSD3,6
PSME3,6
PTBP2,6
PTCD3,6
PTCH2,6
PTCRA,6
PTGES2,6
PTGFRN,6
PTHLH,6
PTMA,6
PTPN4,6
PTPN5,6
PTPRN,6
PTPRR,6
PTRH2,6
PUS7L,6
PWP1,6
R3HDML,6
RAB21,6
RAB35,6
RAB3IP,6
RAB4B,6
RAB6A,6
RAB6C,6
RABGEF1,6
RAD21L1,6
RALGPS1,6
RAP1GDS1,6
RAPH1,6
RAPSN,6
RASAL1,6
RASGRP3,6
RASIP1,6
RASSF2,6
RASSF5,6
RAVER2,6
RBFOX2,6
RBM12B,6
RBM24,6
RBM34,6
RBM4,6
RBM42,6
RBM5,6
RBMS1,6
RCAN2,6
RCBTB1,6
RCBTB2,6
RCHY1,6
RDH10,6
RDX,6
REN,6
REPIN1,6
RFWD3,6
RGAG4,6
RGL3,6
RGS14,6
RGS6,6
RGS8,6
RHO,6
RHOB,6
RHOF,6
RHOH,6
RHPN1,6
RHPN2,6
RIBC1,6
RIOK1,6
RLIM,6
RND3,6
RNF128,6
RNF13,6
RNF14,6
RNF145,6
RNF157,6
RNF34,6
RNF38,6
RNFT1,6
RNLS,6
ROPN1B,6
RORB,6
RP11-1212A22.1,6
RP11-420K14.6,6
RP11-707M1.1,6
RPA2,6
RPE65,6
RPL10A,6
RPL3L,6
RPL4,6
RPL5,6
RPLP0,6
RPRD2,6
RPS4X,6
RPS6KA1,6
RTDR1,6
RTKN2,6
RTN1,6
RTN2,6
RUNDC3B,6
RUSC1-AS1,6
RUSC2,6
RUVBL2,6
RXFP4,6
SAMD3,6
SASS6,6
SAT1,6
SBSN,6
SCAF1,6
SCAI,6
SCARA5,6
SCEL,6
SCG2,6
SCNN1B,6
SCNN1G,6
SCRN1,6
SDAD1P1,6
SEC14L1,6
SEC22B,6
SEC23A,6
SEC61A1,6
SEH1L,6
SELT,6
SEMA4B,6
SEMA4C,6
SEMA6C,6
SEMG1,6
SENP2,6
SEPP1,6
SEPT12,6
SEPT9,6
SERPINA10,6
SERPINA12,6
SERPINA4,6
SERPINI1,6
SERPINI2,6
SETD3,6
SF3B2,6
SFPQ,6
SFRP1,6
SFTPA1,6
SFTPB,6
SGCA,6
SGCZ,6
SGOL1,6
SH3GL2,6
SH3GLB2,6
SHARPIN,6
SIX6,6
SKA3,6
SKIV2L2,6
SLC10A2,6
SLC10A5,6
SLC12A8,6
SLC13A5,6
SLC15A4,6
SLC16A12,6
SLC17A2,6
SLC17A7,6
SLC17A8,6
SLC19A3,6
SLC1A4,6
SLC22A15,6
SLC25A1,6
SLC25A23,6
SLC25A25,6
SLC25A43,6
SLC26A10,6
SLC26A5,6
SLC27A1,6
SLC27A5,6
SLC28A2,6
SLC2A1,6
SLC2A4RG,6
SLC31A1,6
SLC35G3,6
SLC38A11,6
SLC39A4,6
SLC39A5,6
SLC40A1,6
SLC41A1,6
SLC44A2,6
SLC48A1,6
SLC5A8,6
SLC6A16,6
SLC9A3,6
SLCO1B1,6
SLFN11,6
SLU7,6
SMAD3,6
SMAD9,6
SMAP1,6
SMARCD1,6
SMG6,6
SMG9,6
SMPD4,6
SMYD4,6
SNAPC1,6
SNPH,6
SNRK,6
SNTB1,6
SNX1,6
SNX16,6
SOCS4,6
SOCS6,6
SOX11,6
SOX14,6
SOX4,6
SPAG16,6
SPATA18,6
SPATA31D3,6
SPATA4,6
SPATA6,6
SPDL1,6
SPG7,6
SPHK2,6
SPOCD1,6
SPP1,6
SPRY1,6
SPRY2,6
SPRYD3,6
SPTLC1,6
SRD5A1,6
SREBF1,6
SRF,6
SRP68,6
SRPK3,6
SRRM5,6
SRSF1,6
SRSF2,6
SSBP2,6
ST14,6
ST6GALNAC3,6
ST7,6
ST8SIA4,6
STIL,6
STIP1,6
STK32B,6
STK38L,6
STK40,6
STOX1,6
STRBP,6
STUB1,6
STX2,6
STXBP4,6
SUDS3,6
SUN1,6
SUN5,6
SUPT7L,6
SYAP1,6
SYPL2,6
SYS1,6
SYT5,6
TAAR6,6
TAB2,6
TACR2,6
TAF1A,6
TAF5L,6
TAF7L,6
TAF9,6
TANGO6,6
TAP1,6
TAPT1,6
TARSL2,6
TAS2R3,6
TATDN2,6
TATDN3,6
TBC1D1,6
TBC1D20,6
TBC1D3,6
TBCE,6
TBCEL,6
TBPL2,6
TBRG1,6
TBX15,6
TBX20,6
TCEA1,6
TCERG1L,6
TCF25,6
TCF7,6
TCP11L2,6
TCTEX1D1,6
TDG,6
TDGF1,6
TDGF1P3,6
TEAD2,6
TEAD4,6
TENC1,6
TFAP2D,6
TFB2M,6
TFDP3,6
TFPI2,6
TFR2,6
TFRC,6
TGIF2,6
THAP1,6
THAP9,6
THEG,6
THEM5,6
THG1L,6
THSD1,6
THUMPD2,6
TIE1,6
TIGD2,6
TIPARP,6
TJAP1,6
TKTL1,6
TKTL2,6
TLK1,6
TLR2,6
TLR9,6
TM9SF1,6
TM9SF2,6
TMBIM6,6
TMC6,6
TMEM132A,6
TMEM169,6
TMEM27,6
TMEM55A,6
TMEM74,6
TMEM91,6
TMIGD2,6
TMOD4,6
TMPPE,6
TMPRSS11D,6
TMPRSS11E,6
TMPRSS6,6
TMX1,6
TNFRSF11A,6
TNFRSF1B,6
TNNT1,6
TOM1,6
TONSL,6
TOR1A,6
TP53I3,6
TP53INP1,6
TPM1,6
TPM4,6
TRAF1,6
TRAF3,6
TRAF3IP1,6
TRAF6,6
TRAT1,6
TREM1,6
TRIB1,6
TRIM17,6
TRIM25,6
TRIM38,6
TRIM45,6
TRIM49,6
TRIM66,6
TRMT10A,6
TRMT2A,6
TRMT5,6
TRMT61B,6
TSLP,6
TSPAN2,6
TSPYL4,6
TSSC1,6
TTC13,6
TTC23L,6
TTC39C,6
TTC4,6
TTI2,6
TTLL12,6
TTYH3,6
TUB,6
TUBGCP4,6
TULP3,6
TUT1,6
TXK,6
TXLNB,6
TYW1,6
UAP1,6
UBA7,6
UBAP1,6
UBBP4,6
UBE2D2,6
UBOX5,6
UEVLD,6
UGT1A1,6
UGT2B10,6
UGT2B15,6
UGT2B4,6
UGT2B7,6
UHRF1,6
UHRF2,6
UNC93B1,6
UPB1,6
UPK1A,6
UQCC1,6
UQCRC2,6
USP21,6
USP4,6
USP44,6
USP49,6
USP5,6
UTP11L,6
UXS1,6
VARS,6
VCX3B,6
VGLL3,6
VIPR2,6
VMP1,6
VPS11,6
VPS33A,6
VPS4B,6
VPS51,6
VPS52,6
VRTN,6
VSIG10,6
VSIG8,6
VTN,6
WASF2,6
WDR20,6
WDR24,6
WDR26,6
WDR3,6
WDR4,6
WDR45,6
WDR63,6
WDR65,6
WDR75,6
WFDC5,6
WIPF2,6
WNT5B,6
XPNPEP1,6
YIPF6,6
YTHDF2,6
YWHAZ,6
Z95704.2,6
ZBTB2,6
ZBTB34,6
ZBTB37,6
ZBTB39,6
ZBTB8B,6
ZC3H14,6
ZC3HC1,6
ZDHHC21,6
ZDHHC8,6
ZDHHC9,6
ZFHX2,6
ZFP3,6
ZFYVE1,6
ZFYVE20,6
ZFYVE9,6
ZGPAT,6
ZMAT1,6
ZMYM5,6
ZNF100,6
ZNF101,6
ZNF124,6
ZNF133,6
ZNF138,6
ZNF184,6
ZNF214,6
ZNF223,6
ZNF23,6
ZNF239,6
ZNF248,6
ZNF285,6
ZNF300P1,6
ZNF320,6
ZNF329,6
ZNF33A,6
ZNF37BP,6
ZNF382,6
ZNF385B,6
ZNF414,6
ZNF418,6
ZNF468,6
ZNF48,6
ZNF480,6
ZNF485,6
ZNF493,6
ZNF507,6
ZNF516,6
ZNF547,6
ZNF549,6
ZNF556,6
ZNF564,6
ZNF574,6
ZNF583,6
ZNF594,6
ZNF615,6
ZNF616,6
ZNF626,6
ZNF662,6
ZNF671,6
ZNF676,6
ZNF677,6
ZNF680,6
ZNF682,6
ZNF688,6
ZNF718,6
ZNF732,6
ZNF74,6
ZNF746,6
ZNF768,6
ZNF773,6
ZNF776,6
ZNF844,6
ZNF860,6
ZNF878,6
ZNF98,6
ZNHIT6,6
ZSCAN20,6
ZSCAN29,6
ZSCAN32,6
ZSWIM5,6
ZWINT,6
ABCD1,5
ABHD12,5
ABHD4,5
ABI1,5
ABLIM2,5
ABT1,5
AC006455.1,5
AC010731.4,5
ACAP3,5
ACBD3,5
ACE2,5
ACHE,5
ACKR2,5
ACKR4,5
ACO1,5
ACOT9,5
ACSF3,5
ACSS1,5
ACTA2,5
ACTL6A,5
ACTL9,5
ACTR2,5
ACVR1C,5
ADAM11,5
ADAM33,5
ADAM8,5
ADCK5,5
ADH1A,5
ADH7,5
ADORA2A,5
ADPRH,5
ADTRP,5
AGAP2,5
AGBL4,5
AGPS,5
AGT,5
AIFM3,5
AIM1L,5
AIP,5
AKTIP,5
ALAS1,5
ALB,5
ALDH3B2,5
ALDOB,5
ALG1,5
ALG10,5
ALKBH1,5
ALOX15,5
ALPP,5
ALX1,5
ALX4,5
AMHR2,5
AMICA1,5
AMIGO2,5
ANAPC15,5
ANGEL1,5
ANGPTL3,5
ANGPTL4,5
ANKEF1,5
ANKRD20A8P,5
ANKRD44,5
ANKRD46,5
ANXA13,5
ANXA3,5
ANXA4,5
AP2A2,5
AP2M1,5
AP3M2,5
AP5Z1,5
APBB2,5
APC2,5
APH1B,5
APOA1,5
APOA1BP,5
APOA4,5
APOBEC3G,5
APOC4-APOC2,5
APOL3,5
AQP12A,5
AQP6,5
ARCN1,5
ARF1,5
ARFIP2,5
ARHGAP10,5
ARHGAP33,5
ARHGAP4,5
ARHGAP44,5
ARHGEF19,5
ARIH1,5
ARL10,5
ARL13A,5
ARMC12,5
ARNTL,5
ARPC1B,5
ARPC2,5
ARPC5,5
ARRDC2,5
ARRDC3,5
ARSD,5
ARSG,5
ASF1B,5
ASMT,5
ASPHD2,5
ASPRV1,5
ASTE1,5
ATAD1,5
ATF3,5
ATL2,5
ATMIN,5
ATP1B1,5
ATP2A3,5
ATP5A1,5
ATP5C1,5
ATP5L,5
ATP6AP1,5
ATP6V1B2,5
ATP6V1D,5
ATP9B,5
ATXN7L3,5
AURKA,5
AVPR2,5
B3GALNT1,5
B3GNT3,5
B3GNT4,5
B3GNT5,5
B3GNTL1,5
B4GALNT4,5
B4GALT3,5
BACE1,5
BACH1,5
BARHL2,5
BBOX1,5
BCL6,5
BDH1,5
BEND4,5
BEND6,5
BEND7,5
BEST1,5
BEST2,5
BEX2,5
BHMT,5
BHMT2,5
BICD2,5
BLNK,5
BLOC1S1,5
BMP2,5
BMP5,5
BNIP3P1,5
BOLA1,5
BPI,5
BRD2,5
BSDC1,5
C10orf120,5
C10orf99,5
C11orf24,5
C11orf48,5
C11orf87,5
C12orf36,5
C12orf5,5
C12orf56,5
C16orf45,5
C16orf82,5
C17orf66,5
C17orf77,5
C17orf85,5
C19orf54,5
C1GALT1C1,5
C1QTNF2,5
C1QTNF3,5
C1orf204,5
C1orf51,5
C20orf195,5
C21orf119,5
C21orf128,5
C21orf58,5
C21orf59,5
C21orf88,5
C22orf43,5
C2orf47,5
C2orf73,5
C3P1,5
C4orf47,5
C4orf51,5
C5orf15,5
C5orf22,5
C6ORF165,5
C6orf10,5
C6orf211,5
C7orf57,5
C9orf41,5
C9orf78,5
CA13,5
CAB39L,5
CABLES1,5
CACNB4,5
CALCR,5
CALHM2,5
CALML3,5
CAMK2G,5
CAMKV,5
CAPN13,5
CAPN9,5
CARKD,5
CASP1,5
CASP10,5
CASP2,5
CASP5,5
CASP7,5
CASP9,5
CC2D2B,5
CCDC106,5
CCDC125,5
CCDC154,5
CCDC174,5
CCDC41,5
CCDC42,5
CCDC47,5
CCDC61,5
CCDC69,5
CCDC74A,5
CCDC79,5
CCDC83,5
CCDC85A,5
CCDC88B,5
CCDC97,5
CCL20,5
CCM2,5
CCNA1,5
CCNA2,5
CCNB1IP1,5
CCND3,5
CCNE1,5
CCNF,5
CCNH,5
CCNJL,5
CCR1,5
CCR7,5
CCSAP,5
CCT6A,5
CCT8L2,5
CD207,5
CD226,5
CD300LF,5
CD44,5
CD8A,5
CDAN1,5
CDC37L1,5
CDC42EP1,5
CDC42EP3,5
CDC7,5
CDH2,5
CDK10,5
CDK3,5
CDKL4,5
CDR2,5
CDX4,5
CEACAM20,5
CEACAM8,5
CELA2A,5
CELF1,5
CELF3,5
CEMP1,5
CENPL,5
CEP19,5
CFHR1,5
CHAT,5
CHIC1,5
CHKA,5
CHKB,5
CHRFAM7A,5
CHRNA2,5
CHRNA3,5
CHRNA5,5
CHRNB3,5
CHRND,5
CITED1,5
CIZ1,5
CKM,5
CLDN17,5
CLDN18,5
CLDN8,5
CLDND1,5
CLEC1A,5
CLEC1B,5
CLEC4F,5
CLINT1,5
CLIP3,5
CLK3,5
CLK4,5
CLPTM1,5
CLPTM1L,5
CLYBL,5
CMC4,5
CMIP,5
CMKLR1,5
CMTM5,5
CMTR1,5
CNDP2,5
CNIH3,5
CNN1,5
CNN3,5
CNNM4,5
CNPPD1,5
CNPY2,5
CNR1,5
COA6,5
COCH,5
COG8,5
COIL,5
COL26A1,5
COL4A3BP,5
COL9A2,5
COLEC11,5
COMMD4,5
COMMD9,5
COPE,5
COPS3,5
COX20,5
COX7A2L,5
CPEB4,5
CPNE3,5
CPPED1,5
CPSF2,5
CPSF7,5
CPT1B,5
CREB3,5
CRHR2,5
CRP,5
CRYGC,5
CRYL1,5
CRYM,5
CSAG1,5
CSGALNACT2,5
CSH1,5
CSNK1G1,5
CSRP2BP,5
CST8,5
CTDP1,5
CTH,5
CTIF,5
CTSA,5
CTSB,5
CTSF,5
CTSG,5
CTSK,5
CTSS,5
CTSV,5
CXCR5,5
CXorf40A,5
CXorf66,5
CYBRD1,5
CYHR1,5
CYP1B1-AS1,5
CYP20A1,5
CYP27A1,5
CYP27B1,5
CYP2A6,5
CYP2C8,5
CYP2F1,5
CYP39A1,5
CYP46A1,5
CYSLTR2,5
DAND5,5
DAPK2,5
DARC,5
DBX2,5
DCAF12L2,5
DCAF13,5
DCBLD1,5
DCK,5
DCLRE1B,5
DCTN2,5
DCUN1D1,5
DDHD2,5
DDIT4L,5
DDX47,5
DDX6,5
DEDD,5
DEPDC7,5
DFNB31,5
DFNB59,5
DGAT1,5
DGCR2,5
DGKZ,5
DGUOK,5
DHCR7,5
DHRS13,5
DHRS7C,5
DHRS9,5
DHRSX,5
DHX16,5
DHX40,5
DKKL1,5
DLL3,5
DLX1,5
DMC1,5
DMPK,5
DNAJB4,5
DNAJB7,5
DNAJB8,5
DNAJC7,5
DNER,5
DOK1,5
DOK2,5
DPPA4,5
DQX1,5
DRC1,5
DRC10,5
DRD2,5
DRGX,5
DSN1,5
DTX2,5
DUPD1,5
DUS1L,5
DUSP18,5
DUSP21,5
DUSP26,5
DUSP6,5
DUSP8,5
DUXA,5
DVL1,5
DVL2,5
DVL3,5
E2F7,5
E4F1,5
EAF1,5
ECI2,5
EDARADD,5
EDN1,5
EDNRA,5
EEF1D,5
EEFSEC,5
EFCAB4B,5
EFCAB7,5
EFCC1,5
EFHC1,5
EIF1AX,5
EIF2B1,5
EIF2B2,5
EIF2S3,5
EIF3B,5
EIF3D,5
EIF4A1,5
EIF4E,5
EIF5,5
ELAVL2,5
ELF5,5
ELL3,5
ELOVL4,5
ELOVL7,5
EMC3,5
EMC9,5
EMP2,5
ENDOU,5
ENPP6,5
ENTPD1-AS1,5
ENTPD5,5
EPHX4,5
EPYC,5
ERF,5
ERI2,5
ERLIN2,5
ERO1LB,5
ERP29,5
ERVMER61-1,5
ESX1,5
ETNK2,5
ETV3,5
ETV3L,5
EVI2B,5
EXOSC3,5
EYA2,5
F11,5
F2RL1,5
F3,5
F7,5
FAM114A2,5
FAM131A,5
FAM173B,5
FAM174A,5
FAM189A1,5
FAM205B,5
FAM20A,5
FAM20C,5
FAM221A,5
FAM222B,5
FAM227B,5
FAM45A,5
FAM46D,5
FAM57A,5
FAM72A,5
FAM72B,5
FAM73A,5
FAM76B,5
FAM83F,5
FAM84B,5
FAM86C1,5
FAM86EP,5
FAM90A1,5
FAM92A1,5
FAM92A1P2,5
FAM9B,5
FAM9C,5
FANCG,5
FASTK,5
FASTKD2,5
FASTKD5,5
FBLN5,5
FBLN7,5
FBRSL1,5
FBXL3,5
FBXL6,5
FBXO10,5
FBXO15,5
FBXO30,5
FBXO32,5
FBXO4,5
FBXO7,5
FCAMR,5
FCGR2B,5
FCRL4,5
FCRL6,5
FCRLA,5
FGD3,5
FGF11,5
FGF5,5
FGF8,5
FHL5,5
FKBP9,5
FKTN,5
FLJ45079,5
FLRT1,5
FLT4,5
FNIP1,5
FOPNL,5
FOS,5
FOXA3,5
FOXD4L1,5
FOXG1,5
FOXP4,5
FOXR2,5
FRK,5
FRMD1,5
FRMD5,5
FST,5
FSTL1,5
FTO,5
FUBP3,5
FUNDC2P2,5
FUT9,5
FYN,5
FZD4,5
GAB2,5
GABRE,5
GALK2,5
GALNT18,5
GAS2L2,5
GAS8,5
GATAD2B,5
GATS,5
GCC1,5
GCKR,5
GCLM,5
GDA,5
GDF2,5
GDF3,5
GDPD5,5
GEMIN2,5
GEMIN8,5
GFOD1,5
GFRA3,5
GGA3,5
GGT5,5
GGTLC1,5
GGTLC2,5
GJB4,5
GK5,5
GLIS2,5
GLP2R,5
GLT6D1,5
GMDS,5
GMFG,5
GMPR,5
GNGT1,5
GOLGA6L2,5
GOLGA8DP,5
GOLPH3L,5
GP5,5
GPATCH3,5
GPCPD1,5
GPD1,5
GPD2,5
GPR1,5
GPR114,5
GPR144,5
GPR180,5
GPR20,5
GPR34,5
GPR6,5
GPR63,5
GPR83,5
GPRC5B,5
GPRC5C,5
GRAMD3,5
GRHPR,5
GRIN1,5
GRK6,5
GSS,5
GTF2A1,5
GTF2E1,5
GTF2F1,5
GTF3C5,5
GTPBP10,5
GTPBP6,5
GUF1,5
GZF1,5
GZMA,5
H2AFZ,5
H3F3B,5
HADHB,5
HAPLN4,5
HBEGF,5
HCCAT5,5
HCK,5
HCP5,5
HERC2P2,5
HEY2,5
HFE,5
HHATL,5
HHIPL1,5
HIBADH,5
HIBCH,5
HID1,5
HIPK4,5
HIST1H1A,5
HIST1H2AA,5
HIST1H2AI,5
HIST1H2AJ,5
HIST1H2BL,5
HIST1H3D,5
HIST1H4D,5
HIST1H4K,5
HIST3H3,5
HKDC1,5
HLA-L,5
HLCS,5
HMGB3,5
HMGB4,5
HMGXB3,5
HNF4G,5
HNRNPCL1,5
HNRNPDL,5
HNRNPF,5
HOMER1,5
HOXB6,5
HOXC13,5
HOXC4,5
HPGDS,5
HPS6,5
HPSE2,5
HS3ST1,5
HS3ST3A1,5
HSD11B1,5
HSD17B12,5
HSD17B7P2,5
HSD3B7,5
HSP90B1,5
HSPA12B,5
HSPA4L,5
HTR1E,5
HTR3D,5
HTRA1,5
HUS1,5
HUS1B,5
HVCN1,5
HYAL2,5
HYAL4,5
HYLS1,5
ICOSLG,5
IFI35,5
IFIT2,5
IFIT5,5
IFLTD1,5
IFNA14,5
IFNA2,5
IFNA21,5
IFNA4,5
IFNE,5
IFNGR1,5
IFNL1,5
IFNL3,5
IFNLR1,5
IGHG4,5
IGKV1D-17,5
IHH,5
IKZF4,5
IL17RC,5
IL22,5
IL22RA1,5
IL22RA2,5
IL2RA,5
IL2RB,5
IL2RG,5
IL37,5
IL4I1,5
IMP4,5
IMPA2,5
INPP1,5
IPCEF1,5
IQCE,5
IQCF1,5
IRAK1,5
IRF1,5
IRF2BPL,5
IRF5,5
IRF6,5
IRF9,5
IRGC,5
IRS1,5
IRX4,5
ISG20L2,5
ISX,5
ITFG2,5
ITFG3,5
ITGB3BP,5
ITPRIPL2,5
JAG2,5
KATNAL1,5
KATNB1,5
KBTBD12,5
KBTBD6,5
KCNA10,5
KCNC3,5
KCNE4,5
KCNG1,5
KCNIP1,5
KCNJ16,5
KCNJ8,5
KCNK10,5
KCNK13,5
KCNK5,5
KCNMB1,5
KDM1B,5
KDM4B,5
KDM7A,5
KIAA0391,5
KIAA1161,5
KIAA1586,5
KIF2C,5
KIN,5
KLC3,5
KLF17,5
KLF7,5
KLHDC7A,5
KLHL24,5
KLHL25,5
KLHL32,5
KLHL38,5
KLHL40,5
KLK1,5
KLK11,5
KLK13,5
KLK9,5
KLKB1,5
KLRK1,5
KREMEN1,5
KRR1,5
KRT10,5
KRT14,5
KRT18,5
KRT222,5
KRT26,5
KRT35,5
KRT6A,5
KRT6B,5
KRT6C,5
KRT76,5
KRT79,5
KRT81,5
KRTAP10-11,5
KRTAP10-8,5
KRTAP4-9,5
KRTAP5-11,5
KXD1,5
KYNU,5
L2HGDH,5
LAPTM4B,5
LCA5,5
LCE1A,5
LCE1C,5
LCN6,5
LDB1,5
LDB3,5
LECT1,5
LEMD2,5
LGALS14,5
LGALS9B,5
LGI2,5
LHX2,5
LHX5,5
LHX8,5
LILRA3,5
LIMS2,5
LIN37,5
LINC00200,5
LINC00283,5
LINC00299,5
LINGO1,5
LINS,5
LIPF,5
LMAN1,5
LMO4,5
LNPEP,5
LOX,5
LOXL4,5
LPAR6,5
LPCAT2,5
LPCAT4,5
LRFN2,5
LRG1,5
LRR1,5
LRRC14B,5
LRRC18,5
LRRC2,5
LRRC37A11P,5
LRRC39,5
LRRC45,5
LRRC4C,5
LRRN4,5
LSM14A,5
LSM14B,5
LSM5,5
LXN,5
LY6D,5
LYPD3,5
LYZL2,5
LZTS2,5
M1AP,5
MAB21L3,5
MAD2L1,5
MAGEA6,5
MAGT1,5
MALT1,5
MAML1,5
MANSC1,5
MAP1S,5
MAP2K5,5
MAP3K12,5
MAP3K2,5
MAP7D1,5
MAP9,5
MAPK15,5
MARC2,5
MARCH5,5
MATR3,5
MBD2,5
MBD3,5
MBNL2,5
MBOAT4,5
MCM2,5
MCMBP,5
MCRS1,5
MED16,5
MEF2B,5
MEGF6,5
MEP1B,5
MEPE,5
METTL13,5
METTL17,5
METTL21B,5
METTL25,5
METTL3,5
METTL5,5
MFAP1,5
MFAP5,5
MFF,5
MFHAS1,5
MFSD8,5
MGAT3,5
MGEA5,5
MIB2,5
MICAL1,5
MICALL2,5
MICU3,5
MINA,5
MINK1,5
MIOS,5
MIPOL1,5
MKLN1,5
MLYCD,5
MMAA,5
MMP11,5
MMP19,5
MMP8,5
MMRN2,5
MN1,5
MOB1B,5
MON1B,5
MOS,5
MPHOSPH8,5
MPL,5
MPP6,5
