Hugo_Symbol,n
CEACAM21,7
CECR1,7
CELF4,7
CENPO,7
CEP135,7
CEP164,7
CEP41,7
CEP44,7
CEP57,7
CEP63,7
CEP85,7
CERS3,7
CHEK2P2,7
CHIA,7
CHIT1,7
CHN2,7
CHRM3,7
CHRNA10,7
CHRNA4,7
CHRNG,7
CHST15,7
CHST2,7
CHST5,7
CHST9,7
CHSY3,7
CHTF18,7
CIRBP,7
CLCA2,7
CLCNKA,7
CLCNKB,7
CLEC10A,7
CLEC17A,7
CLEC9A,7
CLK2,7
CLNK,7
CLSTN1,7
CNNM2,7
CNOT11,7
CNOT2,7
CNP,7
CNTFR,7
COL13A1,7
COX10,7
CPD,7
CPE,7
CPEB1,7
CPEB3,7
CPSF6,7
CPXM2,7
CREB3L3,7
CRLF3,7
CRLS1,7
CRTAM,7
CSF1,7
CSH2,7
CSNK1G3,7
CSTF2T,7
CTAGE6,7
CTC1,7
CTD-3105H18.14,7
CTNNAL1,7
CTNNB1,7
CTSE,7
CTTNBP2NL,7
CUL5,7
CWC22,7
CWC25,7
CWF19L2,7
CX3CR1,7
CXCR1,7
CXorf40B,7
CYB5R4,7
CYBB,7
CYP26B1,7
CYP3A4,7
CYP4B1,7
CYP4F3,7
CYTIP,7
DACT1,7
DAK,7
DAO,7
DCAF11,7
DCAF17,7
DCST1,7
DDB2,7
DDX17,7
DDX18,7
DDX46,7
DDX49,7
DDX50,7
DDX55,7
DEAF1,7
DEPDC1,7
DFNA5,7
DGAT2L6,7
DGCR14,7
DGKE,7
DHRS4L2,7
DHX15,7
DIO2,7
DIS3L,7
DIS3L2,7
DISC1,7
DLGAP5,7
DMKN,7
DNAJC2,7
DNAJC3,7
DNAJC6,7
DNAJC9,7
DNASE1L1,7
DNASE1L3,7
DOC2A,7
DONSON,7
DPEP3,7
DPPA2,7
DPY19L1,7
DPY19L3,7
DRAM1,7
DSG3,7
DTNBP1,7
DTX4,7
DUOXA2,7
DYNC1LI2,7
DYX1C1,7
DZIP1L,7
E2F8,7
ECT2L,7
EDA2R,7
EDC3,7
EDEM3,7
EEF1A2,7
EGR2,7
EGR3,7
EI24,7
EIF2B3,7
EIF3E,7
EIF3G,7
EIF4G2,7
ELMO2,7
ELOVL3,7
ELOVL5,7
ELOVL6,7
EME1,7
ENO1P1,7
ENOSF1,7
ENOX1,7
ENOX2,7
ENPP5,7
EPB41L4B,7
ERCC2,7
ERMP1,7
ESR2,7
ETAA1,7
ETNPPL,7
EXOC6B,7
EXOSC9,7
EZH1,7
F13B,7
F2,7
FAF2,7
FAH,7
FAHD2A,7
FAIM3,7
FAM124A,7
FAM127C,7
FAM149B1,7
FAM155A,7
FAM160B2,7
FAM161A,7
FAM169A,7
FAM186B,7
FAM188A,7
FAM193B,7
FAM200B,7
FAM46C,7
FAM81B,7
FAR1,7
FBLN1,7
FBP1,7
FBXO11,7
FBXO24,7
FBXO28,7
FBXO41,7
FBXW2,7
FCGR1A,7
FCHO2,7
FCRL1,7
FERD3L,7
FEZF2,7
FHL2,7
FIGN,7
FKBP5,7
FMO4,7
FNBP1,7
FNBP1L,7
FOXA2,7
FOXN1,7
FPR3,7
FSD2,7
FUT11,7
FZD10,7
FZD3,7
G3BP1,7
GABRA2,7
GABRA3,7
GABRA6,7
GABRB3,7
GAD2,7
GAL3ST4,7
GALNT2,7
GAREM,7
GARS,7
GATA2,7
GBAP1,7
GBP1,7
GCM1,7
GDF5,7
GDF6,7
GGA1,7
GGPS1,7
GHITM,7
GHR,7
GIGYF1,7
GIMAP1,7
GIN1,7
GINS4,7
GIT2,7
GJB3,7
GLB1L2,7
GLE1,7
GLI1,7
GLRA2,7
GLS,7
GLTSCR1L,7
GNA11,7
GNA12,7
GNAS,7
GNL2,7
GOLGA8EP,7
GPAA1,7
GPATCH4,7
GPC3,7
GPKOW,7
GPM6B,7
GPR142,7
GPR143,7
GPR156,7
GPR17,7
GPR84,7
GPSM1,7
GRAMD4,7
GRB10,7
GRIA2,7
GRIK3,7
GRIK5,7
GRIN2D,7
GRK7,7
GRM4,7
GSPT1,7
GSTK1,7
GTF2IRD2B,7
GTF2IRD2P1,7
GTF3C4,7
GUCA1C,7
GUSB,7
HACL1,7
HADH,7
HAO1,7
HAT1,7
HAUS8,7
HAVCR1,7
HAVCR2,7
HCAR3,7
HCRTR2,7
HDAC3,7
HEY1,7
HFM1,7
HGSNAT,7
HIST1H2AD,7
HIST1H2APS4,7
HIST1H3J,7
HIST2H3D,7
HMG20A,7
HMGCLL1,7
HMGCS2,7
HMMR,7
HNF1A,7
HNMT,7
HOMER2,7
HOOK3,7
HOXA11,7
HPS5,7
HRAS,7
HRH3,7
HS3ST2,7
HSD17B7,7
HSD3B2,7
HSPA14,7
HSPH1,7
HTR3E,7
HUNK,7
ICA1L,7
ICAM1,7
IDH1,7
IDO2,7
IFNB1,7
IFRD1,7
IFT81,7
IGF2BP1,7
IGF2BP3,7
IGHG1,7
IGHG3,7
IKZF2,7
IL11RA,7
IL12RB2,7
IL31RA,7
ILVBL,7
IMMT,7
IMPDH1,7
INF2,7
ING3,7
INMT,7
INTS12,7
INVS,7
IPO11,7
IPO13,7
IPO5,7
IPP,7
IRAK3,7
IRF3,7
ITGA9,7
ITGB3,7
ITGB5,7
ITIH2,7
ITPK1,7
ITPRIPL1,7
JAKMIP1,7
JARID2,7
KAL1,7
KAT2A,7
KAT2B,7
KAZN,7
KCNA6,7
KCNAB2,7
KCNIP4,7
KCNJ1,7
KCNJ10,7
KCNJ2,7
KCNMB3,7
KCNN2,7
KCNS2,7
KCNV2,7
KCTD21,7
KERA,7
KHK,7
KHNYN,7
KIAA1045,7
KIAA1147,7
KIAA1191,7
KIAA1211L,7
KIAA1257,7
KIAA1328,7
KIAA1598,7
KIAA1841,7
KIF23,7
KIF25,7
KIF3A,7
KIF3B,7
KIR2DL1,7
KITLG,7
KLB,7
KLC4,7
KLF4,7
KLHDC3,7
KLHL12,7
KLHL3,7
KLHL5,7
KLHL6,7
KLK12,7
KLK5,7
KPNA2,7
KPNA3,7
KRT27,7
KRT3,7
KRT34,7
KRT86,7
LAP3,7
LATS2,7
LCE3D,7
LCP2,7
LDHA,7
LEKR1,7
LHX4,7
LILRA2,7
LIMCH1,7
LIMK2,7
LINGO4,7
LIPH,7
LMLN,7
LMTK3,7
LONP2,7
LONRF1,7
LPIN1,7
LPIN3,7
LPL,7
LPPR4,7
LRP2BP,7
LRRC15,7
LRRC34,7
LRRC36,7
LRRC37A6P,7
LRRC8D,7
LRRTM3,7
LTA4H,7
LUZP2,7
LUZP4,7
LYSMD1,7
LYSMD3,7
MAN2C1,7
MAP3K3,7
MAP3K6,7
MAP7D2,7
MAPK6,7
MAPKAPK2,7
MAS1,7
MAS1L,7
MASP2,7
MAST3,7
MATK,7
MCAM,7
MCM6,7
MCOLN2,7
MCU,7
ME2,7
MEOX2,7
MEPCE,7
METAP1D,7
METTL23,7
MFN1,7
MFSD6,7
MGAT4C,7
MIA2,7
MICALCL,7
MICALL1,7
MICB,7
MIR3186,7
MKKS,7
MKNK2,7
MLIP,7
MMP2,7
MMP27,7
MMS22L,7
MOAP1,7
MOGAT3,7
MORC2,7
MPHOSPH9,7
MRPL2,7
MSL2,7
MSR1,7
MSTO1,7
MTF1,7
MTF2,7
MTHFD2P1,7
MTMR7,7
MUC1,7
MYADML,7
MYBBP1A,7
MYEF2,7
MYLK3,7
MYLK4,7
MYOC,7
NAA20,7
NAIF1,7
NAPSB,7
NARF,7
NARG2,7
NASP,7
NBPF22P,7
NCDN,7
NCKAP5L,7
NDFIP2,7
NDST4,7
NDUFA1,7
NDUFB5,7
NDUFS2,7
NEK3,7
NELFA,7
NET1,7
NEUROD1,7
NF2,7
NFIB,7
NFKB2,7
NGEF,7
NGF,7
NKAIN2,7
NLGN2,7
NLRP10,7
NMUR2,7
NOC3L,7
NOL12,7
NOL4,7
NOP56,7
NOTCH2NL,7
NPAS2,7
NPEPPS,7
NPR1,7
NPR3,7
NPTX1,7
NPY1R,7
NR1D1,7
NR1I3,7
NR2C2,7
NRBP1,7
NRROS,7
NSDHL,7
NSL1,7
NT5DC3,7
NTSR2,7
NUAK2,7
NUB1,7
NUDT11,7
NUP54,7
NUP93,7
NUPL1,7
OASL,7
OPHN1,7
OPRL1,7
OPTN,7
OR10AG1,7
OR10H4,7
OR10J5,7
OR10S1,7
OR13C8,7
OR14I1,7
OR1A1,7
OR2G2,7
OR2G6,7
OR2Z1,7
OR4C12,7
OR4X2,7
OR51D1,7
OR51V1,7
OR52A5,7
OR5AS1,7
OR5D16,7
OR5P2,7
OR5T1,7
OR5T2,7
OR5T3,7
OR6N1,7
OR7A17,7
OR7C1,7
OR8H1,7
ORC5,7
OSBP2,7
OSBPL7,7
OTUD7A,7
OVGP1,7
PABPC5,7
PACSIN1,7
PAF1,7
PAG1,7
PAGE1,7
PAK3,7
PALD1,7
PALM3,7
PAPOLG,7
PARD3B,7
PARP12,7
PARP3,7
PARP6,7
PAX8,7
PAXIP1,7
PCCA,7
PCDH12,7
PCDHGA10,7
PCDHGC5,7
PCED1B,7
PCID2,7
PCSK4,7
PDE1B,7
PDE2A,7
PDE3B,7
PDE8B,7
PDP1,7
PDRG1,7
PDSS2,7
PDXDC2P,7
PDZD4,7
PDZD7,7
PENK,7
PET112,7
PEX6,7
PFKFB1,7
PGLYRP3,7
PGM2L1,7
PGR,7
PGS1,7
PI15,7
PI16,7
PI4KAP1,7
PIAS2,7
PID1,7
PIGN,7
PITPNC1,7
PKD2L1,7
PLAT,7
PLCD4,7
PLCXD3,7
PLEKHA7,7
PLEKHA8P1,7
PLEKHM3,7
PLGLA,7
PLXND1,7
PNLDC1,7
PNLIP,7
PNLIPRP3,7
PNMAL1,7
POLD1,7
POLD2,7
POLR3D,7
POLR3E,7
POMGNT1,7
POMT2,7
PON1,7
POR,7
POTEE,7
POTEF,7
POTEG,7
POU2F1,7
PPA1,7
PPP1R10,7
PPP1R13B,7
PPP1R17,7
PPP1R1B,7
PPP2R3B,7
PPP2R5C,7
PRAME,7
PRAMEF1,7
PRDM5,7
PRIM2,7
PRKACA,7
PRKCG,7
PRND,7
PROX2,7
PRPF38B,7
PRPF39,7
PRR14,7
PRRC2A,7
PRUNE,7
PSG11,7
PSG3,7
PSMA1,7
PSMA8,7
PSMC4,7
PSMC6,7
PSPC1,7
PTGDR,7
PTGER2,7
PTGER3,7
PTGES3L-AARSD1,7
PTPRS,7
PTRF,7
PUS10,7
PVRL4,7
QARS1,7
QSOX2,7
RAB40A,7
RAD18,7
RAD21,7
RAD51C,7
RAD9B,7
RAI1,7
RAI14,7
RAPGEF3,7
RAPGEF4,7
RASEF,7
RASL12,7
RBAK,7
RBM15,7
RBM41,7
RBMXL1,7
RBPJL,7
RCN1,7
REST,7
RFPL2,7
RGL1,7
RGS20,7
RHOBTB3,7
RIC3,7
RIC8A,7
RILPL1,7
RIPK1,7
RIPK2,7
RIT1,7
RLTPR,7
RNF103,7
RNF168,7
RNF214,7
RNF220,7
RNF41,7
RNF6,7
RNF8,7
RP11-1055B8.7,7
RP11-3N2.13,7
RP11-50E11.2,7
RPA4,7
RPL10,7
RPRD1B,7
RPS6KB2,7
RPUSD4,7
RRP1,7
RS1,7
RSAD1,7
RSF1,7
RSL1D1,7
RSPH1,7
RSRC2,7
RTKN,7
RXFP1,7
RXRA,7
RYBP,7
SAE1,7
SAFB,7
SALL2,7
SARS,7
SCML1,7
SCML4,7
SCNN1A,7
SCRN2,7
SDPR,7
SEC23B,7
SEC23IP,7
SEC61A2,7
SELL,7
SEMA3G,7
SEMA4G,7
SERINC3,7
SERPINB11,7
SERPINB3,7
SERPINB9,7
SERPINE2,7
SETD1B,7
SETD7,7
SF3A3,7
SGOL2,7
SH2D2A,7
SHANK3,7
SHCBP1L,7
SHISA4,7
SHOC2,7
SIGLEC5,7
SIN3B,7
SIT1,7
SKIDA1,7
SLC11A1,7
SLC12A1,7
SLC13A4,7
SLC16A1,7
SLC17A4,7
SLC17A5,7
SLC18A3,7
SLC1A3,7
SLC22A10,7
SLC22A3,7
SLC23A2,7
SLC23A3,7
SLC24A1,7
SLC25A18,7
SLC25A47,7
SLC25A53,7
SLC26A3,7
SLC27A4,7
SLC2A10,7
SLC2A12,7
SLC2A13,7
SLC2A3,7
SLC30A10,7
SLC37A1,7
SLC38A3,7
SLC39A13,7
SLC39A7,7
SLC44A3,7
SLC44A4,7
SLC45A1,7
SLC45A3,7
SLC45A4,7
SLC46A3,7
SLC4A1,7
SLC4A8,7
SLC5A4,7
SLC7A1,7
SLC7A14,7
SLC8B1,7
SLC9A1,7
SLC9A4,7
SLC9A5,7
SLK,7
SLTM,7
SMARCAD1,7
SMARCD3,7
SMEK2,7
SMPDL3A,7
SMURF1,7
SMURF2,7
SMYD2,7
SNAP47,7
SNRPN,7
SNX14,7
SNX29,7
SNX31,7
SNX7,7
SOAT1,7
SOGA3,7
SORT1,7
SOS2,7
SP110,7
SPAG1,7
SPATA2,7
SPATA31C1,7
SPATA5,7
SPNS1,7
SPOCK1,7
SQSTM1,7
SRCIN1,7
SREBF2,7
SRRM1,7
ST8SIA2,7
STAC2,7
STAM,7
STAMBPL1,7
STAP2,7
STAT1,7
STAU2,7
STC1,7
STIM1,7
STIM2,7
STK3,7
STK32C,7
STK36,7
STRIP1,7
STRN3,7
STX1A,7
STX4,7
STX6,7
STXBP3,7
STXBP5L,7
SUGCT,7
SULT1C2,7
SUPT20H,7
SUSD2,7
SV2C,7
SYNGAP1,7
SYNPO,7
SYNPO2L,7
SYT15,7
SYTL3,7
TAAR2,7
TAF2,7
TAF6,7
TAS1R2,7
TAS2R16,7
TAS2R31,7
TBC1D10B,7
TBC1D17,7
TBC1D2,7
TBC1D21,7
TBK1,7
TBL3,7
TBP,7
TBR1,7
TBX4,7
TBXAS1,7
TCHP,7
TCTN1,7
TDRD12,7
TECPR1,7
TELO2,7
TFDP1,7
TGFBR1,7
TGM4,7
THAP5,7
THOC1,7
TIAL1,7
TJP3,7
TLR10,7
TMC7,7
TMCC2,7
TMEM104,7
TMEM145,7
TMEM2,7
TMEM245,7
TMEM59L,7
TMEM63B,7
TMEM63C,7
TMEM87A,7
TMTC3,7
TNK2,7
TNKS,7
TNMD,7
TNNI3K,7
TNP2,7
TOB1,7
TOP2B,7
TOPORS,7
TPD52L3,7
TPH1,7
TPSAB1,7
TPX2,7
TRAF7,7
TRAFD1,7
TRAM1,7
TRAM1L1,7
TRAM2,7
TRAV3,7
TRIB2,7
TRIM32,7
TRIM48,7
TRIM50,7
TRIM59,7
TRIM6,7
TRIM60,7
TRIP10,7
TRIP4,7
TRMT12,7
TRMT2B,7
TRMT6,7
TSC22D1,7
TSGA10,7
TSNARE1,7
TSPAN11,7
TSPAN12,7
TSR1,7
TSSK1B,7
TTC24,7
TTC25,7
TTLL11,7
TTLL2,7
TUBA1A,7
TUBA3C,7
TUBA3D,7
TUBB4B,7
TUBE1,7
TULP1,7
TXNDC16,7
TXNL1,7
TYRO3,7
UBE2Q2,7
UBP1,7
UCP2,7
UGT3A1,7
ULBP2,7
UNC45A,7
UNC93A,7
URGCP,7
USF1,7
USP19,7
USP2,7
USP26,7
USP32P1,7
USP33,7
USP43,7
UST,7
UVSSA,7
VAMP7,7
VEPH1,7
VNN1,7
VPS26A,7
VPS54,7
WAPAL,7
WBP11,7
WBSCR28,7
WDHD1,7
WDR59,7
WDR78,7
WDR81,7
WDR91,7
WEE1,7
WFIKKN2,7
WFS1,7
WIPF1,7
WWTR1,7
XPNPEP2,7
XRCC6,7
YIPF7,7
YTHDC1,7
ZAP70,7
ZBTB43,7
ZBTB8OS,7
ZC2HC1A,7
ZCCHC12,7
ZFP82,7
ZFP92,7
ZFR2,7
ZKSCAN4,7
ZNF114,7
ZNF189,7
ZNF207,7
ZNF226,7
ZNF230,7
ZNF233,7
ZNF254,7
ZNF266,7
ZNF277,7
ZNF283,7
ZNF286A,7
ZNF324,7
ZNF35,7
ZNF384,7
ZNF385D,7
ZNF394,7
ZNF417,7
ZNF449,7
ZNF454,7
ZNF460,7
ZNF461,7
ZNF483,7
ZNF502,7
ZNF510,7
ZNF512,7
ZNF512B,7
ZNF526,7
ZNF543,7
ZNF550,7
ZNF551,7
ZNF555,7
ZNF559,7
ZNF562,7
ZNF567,7
ZNF572,7
ZNF577,7
ZNF586,7
ZNF618,7
ZNF649,7
ZNF689,7
ZNF7,7
ZNF70,7
ZNF749,7
ZNF765,7
ZNF808,7
ZNF829,7
ZNF83,7
ZNF836,7
ZNF846,7
ZNF850,7
ZNF93,7
ZNRF3,7
ZSWIM2,7
ZUFSP,7
ZZZ3,7
hsa-mir-6080,7
AACS,6
AADAC,6
AADACL2,6
AADACL4,6
ABAT,6
ABHD13,6
ABHD2,6
ABLIM3,6
ACAD9,6
ACADSB,6
ACOX2,6
ACOX3,6
ACP5,6
ACP6,6
ACSBG2,6
ACSL6,6
ACSM4,6
ACTA1,6
ACTR1A,6
ACTR6,6
ACVR2B,6
ADAM10,6
ADAM17,6
ADAM18,6
ADAM30,6
ADAM7,6
ADAM9,6
ADAMTS15,6
ADAMTS6,6
ADARB1,6
ADCYAP1R1,6
ADHFE1,6
ADPGK,6
ADRA1D,6
AFAP1L1,6
AGAP3,6
AGAP5,6
AGAP6,6
AGPAT4,6
AGTR2,6
AHDC1,6
AHRR,6
AIM2,6
AJAP1,6
AK7,6
AKAP8,6
AKAP8L,6
AKR1C1,6
AKT2,6
ALDH5A1,6
ALG5,6
ALKBH5,6
ALPL,6
AMACR,6
AMBP,6
AMMECR1L,6
AMZ1,6
AMZ2P1,6
ANAPC4,6
ANGEL2,6
ANGPTL5,6
ANKIB1,6
ANKK1,6
ANKMY1,6
ANKRD1,6
ANKRD13B,6
ANKRD13C,6
ANKRD36B,6
ANKS4B,6
ANKZF1,6
ANO9,6
ANP32E,6
ANXA1,6
ANXA10,6
ANXA11,6
ANXA5,6
ANXA6,6
ANXA9,6
AOC2,6
AOC4P,6
AP3D1,6
APEX1,6
APH1A,6
APMAP,6
APOL4,6
APOOL,6
APPL1,6
AQP3,6
AREL1,6
ARGLU1,6
ARHGAP1,6
ARHGAP15,6
ARHGAP23,6
ARHGAP27,6
ARHGEF10,6
ARHGEF39,6
ARMC6,6
ARMCX1,6
ARNT2,6
ARR3,6
ARSH,6
ART5,6
ARVCF,6
ASAP3,6
ASB15,6
ASB9,6
ASIC2,6
ASNSD1,6
ASTL,6
ASUN,6
ASZ1,6
ATF4,6
ATF7IP2,6
ATG5,6
ATG9A,6
ATP13A2,6
ATP4B,6
ATP5SL,6
ATP6V0A2,6
ATP8A1,6
ATPAF1,6
ATXN3L,6
ATXN7L2,6
AVIL,6
AWAT2,6
B4GALT1,6
BCAP31,6
BCKDHA,6
BCL2L1,6
BDKRB2,6
BIRC8,6
BIVM,6
BNIPL,6
BPGM,6
BPIFB1,6
BRCC3,6
BRIX1,6
BTBD10,6
BTBD11,6
BTBD6,6
BTN2A2,6
BTNL9,6
C10orf118,6
C10orf129,6
C10orf53,6
C11orf49,6
C11orf82,6
C12orf71,6
C14orf39,6
C14orf93,6
C15orf38,6
C15orf52,6
C16orf78,6
C17orf53,6
C17orf64,6
C17orf75,6
C19orf47,6
C1GALT1,6
C1QTNF9B,6
C1orf127,6
C1orf177,6
C1orf198,6
C1orf43,6
C1orf56,6
C1orf74,6
C2orf42,6
C3orf67,6
C4BPB,6
C4orf17,6
C4orf40,6
C5orf60,6
C6orf62,6
C6orf89,6
C7orf60,6
C7orf72,6
C8A,6
C8orf31,6
C9orf131,6
C9orf72,6
C9orf91,6
C9orf96,6
CA1,6
CA10,6
CABS1,6
CACNB1,6
CACNG3,6
CACNG4,6
CACNG5,6
CAMK1G,6
CAP2,6
CAPS2,6
CARD10,6
CARM1,6
CASC1,6
CATSPER1,6
CATSPER2,6
CBX4,6
CCAR2,6
CCDC104,6
CCDC15,6
CCDC157,6
CCDC172,6
CCDC19,6
CCDC27,6
CCDC34,6
CCDC63,6
CCDC67,6
CCDC7,6
CCDC78,6
CCDC90B,6
CCDC91,6
CCDC92,6
CCNK,6
CCRL2,6
CCSER1,6
CD200,6
CD244,6
CD248,6
CD2AP,6
CD300A,6
CD300LG,6
CD36,6
CD3EAP,6
CD40,6
CD79B,6
CD83,6
CD9,6
CD99,6
CDC123,6
CDC25C,6
CDH16,6
CDH24,6
CDK5,6
CDKAL1,6
CDS2,6
CDYL2,6
CEACAM3,6
CELA1,6
CELA2B,6
CELA3B,6
CEP170B,6
CEP78,6
CEP97,6
CER1,6
CHAMP1,6
CHDC2,6
CHERP,6
CHFR,6
CHORDC1,6
CHRDL1,6
CHRM5,6
CHRNA6,6
CHRNA9,6
CHST11,6
CHUK,6
CIR1,6
CIRH1A,6
CLCA4,6
CLCN7,6
CLDN12,6
CLIC1,6
CLIC6,6
CLIP4,6
CLK1,6
CLU,6
CLUL1,6
CMAS,6
CMTR2,6
CNBD2,6
CNGA1,6
CNOT4,6
COASY,6
COG6,6
COL10A1,6
COL21A1,6
COPB1,6
COPG2,6
COQ5,6
CORO1C,6
CPM,6
CPNE1,6
CPNE2,6
CPNE4,6
CPSF4,6
CPT2,6
CPZ,6
CRELD2,6
CRISPLD1,6
CRY2,6
CRYBA1,6
CSF3,6
CSHL1,6
CSNK1A1L,6
CTBP2,6
CTGF,6
CTNNBL1,6
CTSW,6
CTTN,6
CUL2,6
CWC27,6
CXADR,6
CXCR4,6
CXorf36,6
CXorf65,6
CYP1A2,6
CYP2C18,6
CYP2C9,6
CYP3A43,6
CYP3A5,6
CYP4F12,6
CYP51A1,6
CYTH3,6
DAGLA,6
DARS,6
DAW1,6
DAZAP1,6
DBR1,6
DBX1,6
DCDC2B,6
DCN,6
DCT,6
DCTN4,6
DDHD1,6
DDX10,6
DDX54,6
DDX59,6
DECR1,6
DEF6,6
DEFB119,6
DENND2D,6
DET1,6
DGCR8,6
DGKH,6
DHCR24,6
DHPS,6
DHRS2,6
DIMT1,6
DIRAS2,6
DIRC2,6
DIS3,6
DIXDC1,6
DKK4,6
DLX5,6
DNAAF1,6
DNAAF3,6
DNAJA4,6
DNAJC11,6
DNAJC28,6
DNM1P46,6
DNMT3B,6
DPAGT1,6
DPF2,6
DPY19L2,6
DRP2,6
DTX3L,6
DUSP19,6
DXO,6
DYRK4,6
DZIP1,6
EARS2,6
EBP,6
ECD,6
ECM2,6
ECT2,6
EDA,6
EDDM3A,6
EDEM2,6
EED,6
EFS,6
EHD4,6
EIF2S2,6
EIF3H,6
EIF3K,6
ELF1,6
ELF2,6
ELF3,6
ELMOD1,6
ELP5,6
EMB,6
EMC2,6
EMILIN2,6
EMILIN3,6
EML3,6
ENPP3,6
ENPP4,6
EOGT,6
EOMES,6
EPB41L4A,6
EPC2,6
EPHA2,6
EPHA8,6
EPHX1,6
EPHX3,6
EPM2AIP1,6
EPT1,6
ERMARD,6
ERRFI1,6
ERVFRD-1,6
ERVMER34-1,6
ESRP2,6
ETF1,6
ETNK1,6
ETV7,6
EVC,6
EXD1,6
EXD2,6
EXOC5,6
EXOSC8,6
EYA3,6
EZH2,6
F10,6
F2R,6
F2RL2,6
FAIM2,6
FAM102A,6
FAM111B,6
FAM124B,6
FAM127A,6
FAM129B,6
FAM131B,6
FAM151A,6
FAM153B,6
FAM154A,6
FAM155B,6
FAM161B,6
FAM166A,6
FAM167A,6
FAM172A,6
FAM184B,6
FAM189A2,6
FAM194A,6
FAM196A,6
FAM20B,6
FAM21A,6
FAM46A,6
FAM58A,6
FAM71E2,6
FAM81A,6
FAM83B,6
FAM83C,6
FAM96A,6
FANCC,6
FANCD2OS,6
FAR2,6
FARSA,6
FARSB,6
FBL,6
FBRS,6
FBXL2,6
FBXL5,6
FBXO25,6
FBXO34,6
FBXO43,6
FBXO5,6
FCGR2A,6
FCGR3A,6
FCGR3B,6
FFAR3,6
FGA,6
FGF6,6
FGFR1OP,6
FGGY,6
FGL2,6
FIP1L1,6
FLOT2,6
FMNL1,6
FNDC7,6
FOLR3,6
FOXD3,6
FOXRED2,6
FRG1,6
FRMD4B,6
FRMPD3,6
FRS3,6
FUBP1,6
FUT5,6
FUT8,6
FXYD5,6
FZD9,6
G2E3,6
G6PD,6
GAB1,6
GABPB2,6
GABRB1,6
GALNT10,6
GART,6
GAS2L3,6
GAS7,6
GBA,6
GBGT1,6
GBP6,6
GCGR,6
GDAP1,6
GEMIN4,6
GFOD2,6
GFPT1,6
GH1,6
GIF,6
GIMAP2,6
GIMAP5,6
GIMAP7,6
GIPR,6
GIT1,6
GJA1,6
GLCCI1,6
GLIPR1L2,6
GLP1R,6
GLRA3,6
GLRX2,6
GLUD2,6
GNA13,6
GNA14,6
GNB5,6
GNL3,6
GNS,6
GOLGA5,6
GOLIM4,6
GP1BA,6
GPER1,6
GPI,6
GPR107,6
GPR108,6
GPR111,6
GPR12,6
GPR137B,6
GPR141,6
GPR153,6
GPR174,6
GPR22,6
GPR35,6
GPR50,6
GPR56,6
GPR61,6
GPRIN3,6
GPT,6
GPT2,6
GRAMD1A,6
GREM2,6
GRTP1,6
GSDMA,6
GSK3A,6
GTPBP3,6
GUCY1B3,6
GUCY2D,6
GYG1,6
GYLTL1B,6
H2BFWT,6
HAAO,6
HADHA,6
HAL,6
HAP1,6
HAPLN1,6
HAUS7,6
HCCS,6
HCFC1R1,6
HCLS1,6
HCRTR1,6
HDC,6
HEATR2,6
HELLS,6
HERC3,6
HEYL,6
HFE2,6
HGD,6
HGFAC,6
HHIP,6
HIC2,6
HIPK1,6
HIST1H1D,6
HIST1H2AE,6
HIST1H2BD,6
HIST1H2BH,6
HIST1H3F,6
HIST1H4E,6
HIST1H4J,6
HK3,6
HMGB1,6
HNF1B,6
HNRNPA3,6
HNRNPC,6
HNRNPL,6
HNRNPM,6
HNRNPUL2,6
HOMEZ,6
HORMAD1,6
HOXA1,6
HOXA3,6
HOXA5,6
HOXB13,6
HOXD13,6
HPCAL1,6
HPS1,6
HPSE,6
HPX,6
HRH2,6
HSDL2,6
HSF1,6
HSPA13,6
HSPA2,6
HSPA6,6
HTR1A,6
HTR1B,6
HTR3A,6
HTR3C,6
IBSP,6
ICA1,6
IDH3B,6
IDI1,6
IFFO1,6
IFIH1,6
IFIT1,6
IFNA10,6
IFNA17,6
IGF1,6
IGHA1,6
IGHMBP2,6
IGKV1D-16,6
IGKV3D-20,6
IGSF11,6
IL12RB1,6
IL15,6
IL17RA,6
IL17RE,6
IL18RAP,6
IL1R1,6
IL1RN,6
IL23R,6
IL33,6
IL6,6
IL6R,6
ILK,6
INPP5A,6
INSIG1,6
INTS4L2,6
INTS5,6
IQCB1,6
IQCH,6
IQSEC1,6
ISL1,6
ISM2,6
ITCH,6
ITGA2B,6
ITGA5,6
ITGB7,6
ITLN1,6
IYD,6
JAKMIP2,6
JAKMIP3,6
KANSL1L,6
KANSL2,6
KAT5,6
KATNAL2,6
KBTBD2,6
KCNA2,6
KCNG4,6
KCNH4,6
KCNJ13,6
KCNK16,6
KCNQ4,6
KCNS3,6
KCTD18,6
KCTD8,6
KDM1A,6
KDM4E,6
KDM6B,6
KEL,6
KHDC1,6
KHDRBS3,6
KIAA0040,6
KIAA0141,6
KIAA0355,6
KIAA1430,6
KIAA1919,6
KIF18A,6
KIF19,6
KIF20A,6
KIF22,6
KIF7,6
KIF9,6
KIR2DL3,6
KIR2DS4,6
KIR3DL2,6
KLC2,6
KLF12,6
KLHL20,6
KLHL23,6
KLHL28,6
KLRC1,6
KNG1,6
KRT121P,6
KRT31,6
KRT32,6
KRT71,6
KRT72,6
KRT73,6
KRT82,6
KRT84,6
KRTAP10-4,6
KRTCAP2,6
KY,6
L1TD1,6
LAIR2,6
LAMP3,6
LAMP5,6
LANCL3,6
